indice,estrelas,comentario
5250,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome course
5251,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,REALLY NICEEEE
5252,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Nice course!!!
5253,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Nice course!
5254,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course!
5254,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very  helpful
5255,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course.
5256,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I am so happy
5257,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great Course!
5258,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course!
5259,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent !!!
5260,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great Course!
5261,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great content
5262,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thanks a lot!
5263,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Nicely taught 
5264,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I love Andrew
5265,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course!
5266,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent...!
5267,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course!
5268,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Nice courses!
5269,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,日本語訳がふえるといいなー
5270,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,great course!
5271,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,great course!
5272,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you sir
5273,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Good course!!
5274,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,worth reading
5275,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,感谢吴恩达老师的精彩授课！
5277,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course! 
5278,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Good courses!
5279,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,五星好评，一次奇妙的旅行。
5280,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,great course.
5281,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Great course,"
5282,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course!
5283,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course!
5284,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course!
5285,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing... :)
5286,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,一如既往的好啊，强力推荐！
5287,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course
5288,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent!!!
5289,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course
5290,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Simply great
5291,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course
5292,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great Course
5293,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Fantastic!!!
5294,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very useful!
5295,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Masterpiece!
5296,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very Useful
5297,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Super good!
5298,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Nice Course
5299,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,its amazing
5300,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very useful
5301,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,nice course
5302,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Really good
5303,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Best course
5304,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Helps a lot
5305,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,best course
5306,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A Must do!!
5306,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent Course
5307,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,good course
5308,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,good course
5309,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Remarkable!
5310,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent !
5311,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,good course
5312,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excelent!!!
5313,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Interesting
5314,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Good course
5315,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course
5316,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,best explanation 
5317,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great assigments
5318,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course
5319,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Fabulous course!
5320,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent Course
5321,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very informative
5322,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,nice course
5323,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent !
5324,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very thanks
5325,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Outstanding
5327,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Simply the best!
5328,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very great class
5329,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course
5330,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Recommended 100%
5331,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent Course
5332,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very good course
5333,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very informative
5334,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very good course
5335,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course
5336,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,excellent course
5337,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Fabulous course!
5338,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,brilliant course
5339,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome course
5340,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing course.
5341,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome course. 
5342,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,It was perfect!
5343,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great Course!!!
5344,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank's for this course!
5345,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thanks for the course!!!
5346,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,great it will be helpful
5347,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Also incredibly relevant
5348,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very good course for nlp
5349,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Perfect ... Just Amazing
5350,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"help me a lot, thank you"
5351,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great one Andrew NG sir!
5352,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Thanks, Andrew."
5353,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Entertaining and precise
5354,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very awesome course !!!
5355,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Best teaching as always
5356,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thanks for the courses!
5357,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Thanks much, andrew NG."
5358,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very informative course
5359,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very beautifully taught 
5360,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Andrew gets even better
5361,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I enjoyed the learning.
5362,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing couse thank you
5363,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome course overall.
5364,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very interesting course
5365,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesom course for NLP.
5366,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent! Thank you!
5367,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Simplemente increible!
5368,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Such a great course :)
5369,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,thank you 
5370,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very good
5371,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very good
5372,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very good
5373,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,thank you
5374,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you
5375,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent
5376,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank You
5377,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,excellent
5378,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent
5379,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent
5380,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,excellent
5381,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,i love it
5382,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very good
5383,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thanks Ng
5384,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very Good
5385,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent
5386,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,The Best!
5387,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very good 
5388,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Best!!!!!
5389,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Loved it!
5390,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,g
5391,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Fantastic
5392,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,sick mate
5393,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,内容很好，期待证书
5394,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,The best!!!
5395,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very useful
5396,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Best Ever
5397,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you!
5398,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you!
5399,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you!
5400,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you!
5401,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you!
5402,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you!
5403,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you!
5404,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you!
5405,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you!
5406,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very good!
5407,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very good
5408,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great one!
5409,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very good!
5410,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent!
5411,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,very nice!
5412,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,excellent!
5413,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent!
5414,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Good stuff
5415,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent!
5416,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent!
5417,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,EXCELLENT!
5418,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent.
5419,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Nice =)
5420,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great.
5421,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thanks
5422,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great.
5423,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,NG NB!
5424,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great!
5425,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,ggoood
5426,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,thanks
5427,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,useful
5428,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great! 
5429,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,thanks
5430,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great!
5431,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great!
5432,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great! 
5433,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,SUPER!
5434,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great
5435,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Good.
5436,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,great
5437,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great
