indice,estrelas,comentario,qtd_estrelas,avaliacao,tamanho_comentario
4454,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Course was great, but it could be a little more difficult. :)",5,1,61
4455,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Great teacher, great content, great course ..... More please!",5,1,61
4456,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very good course and intro to sequence deep learning models!,5,1,60
4457,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Fantastic. Fully explained. Practical applications provided.,5,1,60
4458,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,it was a little bit difficult but I'm happy I got through it,5,1,60
4459,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A very good refresher by Prof. Andrew Ng. Thanks a lot.,5,1,55
4460,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Everything is clearly explained and well designed exercises.,5,1,60
4461,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Really Interesting, tasking and another world to experience.",5,1,60
4462,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very easy explanation to complex algorithms.Loved the course,5,1,60
4463,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing Course to learn RNN and Natural Language Processing.,5,1,60
4464,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great help by the mentors and community. Learned a lot here.,5,1,60
4465,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A awesome course !! Thanks zillion Andrew !! You are great !,5,1,60
4466,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Good Course, thank your lectures. I really like this course.",5,1,60
4467,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very tough... but has concepts that were very useful for me.,5,1,60
4468,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Really useful... finally I really understood seuence models!,5,1,60
4469,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course! Loved it....,5,1,26
4470,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I recommend who is want to dive into AI field this is a best specialization to take.The lecturer andrew was awesome,5,1,115
4471,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,A great course. Well thought out with some challenging projects. Although I would have liked some primers on Keras. ,5,1,116
4472,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Best course on deep learning I've done so far. Coding assignments can be a bit hard if no prior exposure to keras. ,5,1,115
4473,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,1) Very helpful in building right intuition for RNNs. ,5,1,54
4474,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank You Prof. Ng! Kinda sad that this journey is over but looking forward to applying all that I have learnt. :),5,1,114
4475,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,thanks a lot coursera for the financial aid 5 times and save my life and thanks a lot for the whole specialization,5,1,114
4476,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Very helpful, the programming assignments could have some more involved optional portions with less skeleton code.",5,1,114
4477,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Very informative, mentors were also very responsive! Highly recommended! Andrew Ng is also an amazing instructor!",5,1,113
4478,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,One of the best courses to help me out with learning the sequence processing techniques related to deep learning.,5,1,113
4479,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Very practical and thorough for all aspects of sequence models, very clear instructions with video and materials. ",5,1,114
4480,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This is the kind of course that I have been looking for. Not just theory and concept, but real hands on projects. ",5,1,114
4481,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Worthwhile course that shows the capabilities of today's sequence models, and how they apply to today's problems.",5,1,113
4482,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course! Great teachers! The programming assignments are the most valuable and  exciting part of the course.,5,1,113
4483,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"highly recommended for everyone, it is difficult at the beginning but at hte end of the course will be understood",5,1,113
4484,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Very good video tutorials and elaborate text material, which is very instructive for completing the graded tasks.",5,1,113
4485,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"This course is good to understand the RNN, LSTM basics. I got so much info from this course still lot to explore",5,1,112
4486,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Greate experience hands on real life scenarios applying the theory behind the tools that are shaping the future.,5,1,112
4487,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Simply the best. Programming assignments are fun and challenging.Would you please add more ungraded assignments?,5,1,112
4488,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,i want to be a researcher in deep learning because this specialization. Thank you very much for this opportunity,5,1,112
4489,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Wonderful courses, Thank you for Coursera and Andrew Ng providing opportunity to learn a loads in deep learning. ",5,1,113
4490,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"There are some annoying typos in programming assignements, especially in week 1, but overall a very good course!",5,1,112
4491,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"The course is terrific but the notebook experience is annoying, especially when you are using vpn to get access.",5,1,112
4492,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I give it 5 starts because there was nothing wrong with the course but it was sooooo boring. It was good overall,5,1,112
4493,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Please correct the mistakes in the expected outputs in the homework assignments.,5,1,80
4494,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"

This was an excellent course. The notebooks were very useful and helped to understand the concepts much better.  ",5,1,115
4495,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,My journey started here and I hope it ends at a good place. ,5,1,60
4496,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great explanation on all concepts related to deep learning.,5,1,59
4497,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Amazing, best course to start learing about AI, ML, and DL",5,1,58
4498,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,讲解通俗易懂，编程的例子是一些很好的实际小项目，不仅增长了关于DL的基础知识，也通过这些例子对DL有了更深入的物理支局,5,1,59
4499,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This is a great course. Well structured and easy to follow.,5,1,59
4500,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course! I am looking forward to apply RNN in my work.,5,1,59
4501,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,really good course to help you understand all types of rnns,5,1,59
4502,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,LSTM is by far the most complicated programming assignment.,5,1,59
4503,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent starting point for understanding sequence models.,5,1,59
4504,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent just like the other courses of the specialization,5,1,59
4505,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,It is one of the best series of courses for Deep Learning!!,5,1,59
4506,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Can't beat Andrew Ng's teaching whether it's CNN or LSTM...,5,1,59
4507,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course with fun and relevant programming assignments.,5,1,59
4508,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great lectures combined with great exercises. Professional. ,5,1,60
4509,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Awesome as always! Thanks Andrew! Loved the specialization.,5,1,59
4510,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Very useful course, and it has very good demo applications.",5,1,59
4511,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you so much,5,1,17
4512,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This course gave me a good knowledge of sequential models.,5,1,58
4513,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Very good course on language networks with emphasis in RNN ,5,1,59
4514,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:," The course worth learning, but the exercises can be better",5,1,59
4515,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing course that uses current models such as attention!,5,1,58
4516,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course with good practical programming exercises,5,1,58
4517,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great course for someone starting NLP using Deep learning.,5,1,58
4518,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Wonderful course series to get quick start on AI learning.,5,1,58
4519,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,The online jupyter notebook sometimes is difficult to use.,5,1,58
4520,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Perfecto complemento al resto del cursos de la serie.,5,1,53
4521,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,One of the best courses in RNNs and i have seen many.,5,1,53
4522,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Really useful for learning NLP and Audio processing!!,5,1,53
4523,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,ttt__h_aaa_n___k y__oooo_uu __AAAA_nn_ddd_rrr_e___www,5,1,53
4524,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,后面的编程习题有点难，估计是对keras不太熟悉的缘故，有点太抽象了，但是理解老师，因为这样，编程才好处理,5,1,53
4525,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Great way to wrap up! Excellent applications as well.,5,1,53
4526,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,some Keras  pre course training will be very helpful. ,5,1,54
4527,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,The best course by deeplearning.ai so far! Loved it. ,5,1,53
4528,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Loved it but it felt quite rushed for the last week.,5,1,52
4529,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent course!  I strongly recommend this course.,5,1,52
4530,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing course with very useful and fun assignments. ,5,1,53
4531,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,just as good as you could expect from the awesome Ng,5,1,52
4532,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,good content coupled with good (programming)practice,5,1,52
4533,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Very well-structured, very informative, very useful.",5,1,52
4534,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,This course is amazing. Assignments are very helpful,5,1,52
4535,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Amazing course with lots of things to learn hands-on,5,1,52
4536,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you for providing these high-quality courses.,5,1,51
4537,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,It was a great course. Thank you for the training.,5,1,50
4538,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank your Prof. Andrew NG. You are my inspiration.,5,1,51
4539,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Very informative, Concepts are elucidated very well",5,1,51
4540,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you so much...This specialization was awesome,5,1,51
4541,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Thank you Sir. I learnt a lot from Sequence models.,5,1,51
4542,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,It was an amazing experience !!!,5,1,32
4543,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,Excellent!,5,1,10
4544,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"The most difficult, and the best one of the series.",5,1,51
4545,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,I really thank you for providing the amazing course,5,1,51
4546,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,"Useful, since I am developing my own sequence model",5,1,51
4547,Filled Star:Filled Star:Filled Star:Filled Star:Filled Star:,因为Coursera提交的问题，本该一周前就通过的认证硬是拖了一周，回家用windows电脑搞定的，真,5,1,51
