indice,estrelas,comentario,qtd_estrelas,avaliacao,tamanho_comentario
5838,Filled Star Filled Star Filled Star Filled Star Star,   general overview power sequence rigorous mathematic learn high level implementation intuition,4,1,196
5839,Filled Star Filled Star Filled Star Filled Star Star,   Es el mas de de la lo un poco mas de y se,4,1,195
5840,Filled Star Filled Star Filled Star Filled Star Star,   great final module,4,1,21
5841,Filled Star Filled Star Filled Star Filled Star Star,   appropriate course get Recurrent Neural speech recognition sentiment classification neural machine translation,4,1,193
5842,Filled Star Filled Star Filled Star Filled Star Star,   overall teaching sir fabulous hectic technical problem assignment like thank sir teach course,4,1,191
5843,Filled Star Filled Star Filled Star Filled Star Star,   find bit hard follow believe topic need treatment possibly time,4,1,134
5844,Filled Star Filled Star Filled Star Filled Star Star,   good course audio quality silence decrease course specialization,4,1,135
5845,Filled Star Filled Star Filled Star Filled Star Star,   somewhat tough exercise think time extend week extra complete assignment,4,1,133
5846,Filled Star Filled Star Filled Star Filled Star Star,   material great hand lecture help work,4,1,131
5847,Filled Star Filled Star Filled Star Filled Star Star,   Excellent content stage specialization focus architecture pure computational matrix slicing,4,1,174
5848,Filled Star Filled Star Filled Star Filled Star Star,   technical notebook minor video quality course informative,4,1,130
5849,Filled Star Filled Star Filled Star Filled Star Star,   overall execute course sequence pick use work simple,4,1,130
5850,Filled Star Filled Star Filled Star Filled Star Star,   Video bad lot inconsistent wording apart knowledge wise good course,4,1,130
5851,Filled Star Filled Star Filled Star Filled Star Star,   course good learned lot think open end encourage try multiple,4,1,129
5852,Filled Star Filled Star Filled Star Filled Star Star,   work grade wrong grade correct t work,4,1,127
5853,Filled Star Filled Star Filled Star Filled Star Star,   wrong wrong output need correct,4,1,126
5854,Filled Star Filled Star Filled Star Filled Star Star,   course useful want lot practice course check,4,1,126
5855,Filled Star Filled Star Filled Star Filled Star Star,   great course complaint t polished specialization,4,1,125
5856,Filled Star Filled Star Filled Star Filled Star Star,   puzzle number trainable overall good course,4,1,125
5857,Filled Star Filled Star Filled Star Filled Star Star,   audio clip fun great real world specialization perfect,4,1,174
5858,Filled Star Filled Star Filled Star Filled Star Star,   content good previous specialization dropping star week material t clear follow rest content,4,1,174
5859,Filled Star Filled Star Filled Star Filled Star Star,   don t think section well learnt sequence need dive future,4,1,173
5860,Filled Star Filled Star Filled Star Filled Star Star,   great course star brief introduction understand time well update course,4,1,171
5861,Filled Star Filled Star Filled Star Filled Star Star,   high quality error compare previous polished,4,1,170
5862,Filled Star Filled Star Filled Star Filled Star Star,   learn lot feel like week s worth material especially talk like,4,1,169
5863,Filled Star Filled Star Filled Star Filled Star Star,   course understand little comprehensive previous deep learn series,4,1,169
5864,Filled Star Filled Star Filled Star Filled Star Star,   thank Deep learn team course course understand knowledge deep learning,4,1,168
5865,Filled Star Filled Star Filled Star Filled Star Star,   week bit tough second feel bit hurried distribute separate,4,1,167
5866,Filled Star Filled Star Filled Star Filled Star Star,   course useful session bit clear easy understand clear,4,1,166
5867,Filled Star Filled Star Filled Star Filled Star Star,   course previous answer quiz allow answer,4,1,123
5868,Filled Star Filled Star Filled Star Filled Star Star,   Excellent course overall leave feel unprepared consider previous,4,1,124
5869,Filled Star Filled Star Filled Star Filled Star Star,   nicely grateful little hard follow previous,4,1,123
5870,Filled Star Filled Star Filled Star Filled Star Star,   grateful course literally career want thank excellent course,4,1,123
5871,Filled Star Filled Star Filled Star Filled Star Star,   thank material assignment constructive,4,1,122
5872,Filled Star Filled Star Filled Star Filled Star Star,   interesting good course learn,4,1,122
5873,Filled Star Filled Star Filled Star Filled Star Star,   good direct interaction take input writer excitement,4,1,122
5874,Filled Star Filled Star Filled Star Filled Star Star,   good depth lecture series find fast pace detail,4,1,167
5875,Filled Star Filled Star Filled Star Filled Star Star,   t plague give star s complex subject matter hand,4,1,166
5876,Filled Star Filled Star Filled Star Filled Star Star,   feel week week cover bit quick appreciate explanation implementation beam search activation model,4,1,165
5877,Filled Star Filled Star Filled Star Filled Star Star,   course especially week material rush detail previous specialization,4,1,164
5878,Filled Star Filled Star Filled Star Filled Star Star,   little time great course great course material,4,1,121
5879,Filled Star Filled Star Filled Star Filled Star Star,   good introduction text music generation,4,1,58
5880,Filled Star Filled Star Filled Star Filled Star Star,   find bit little bit explanation,4,1,120
5881,Filled Star Filled Star Filled Star Filled Star Star,   helpful standpoint view cover sequence learn like graphical,4,1,164
5882,Filled Star Filled Star Filled Star Filled Star Star,   nice course informative unfortunately little buggy grader especially total reset notebook,4,1,163
5883,Filled Star Filled Star Filled Star Filled Star Star,   great course learn lot bit long considerable time,4,1,162
5884,Filled Star Filled Star Filled Star Filled Star Star,   Wonderful feel times similar general sequence course totally recommend,4,1,162
5885,Filled Star Filled Star Filled Star Filled Star Star,   course provide adequate want know recurrent neural network require lot accomplish course,4,1,162
5886,Filled Star Filled Star Filled Star Filled Star Star,   good course time especially demand course specialization,4,1,162
5887,Filled Star Filled Star Filled Star Filled Star Star,   low level framework torch assignment complicated understand,4,1,120
5889,Filled Star Filled Star Filled Star Filled Star Star,   lot cool material cover sequence model lot grasp lot understand Overall rigor course decent,4,1,162
5890,Filled Star Filled Star Filled Star Filled Star Star,   teach code independently give file like copy pasting,4,1,159
5891,Filled Star Filled Star Filled Star Filled Star Star,   awesome course want deep learning,4,1,98
5892,Filled Star Filled Star Filled Star Filled Star Star,   course good star understand complete properly basic help,4,1,157
5893,Filled Star Filled Star Filled Star Filled Star Star,   course content excellent give t fortunately people forum help believe s short time frame course correct,4,1,270
5894,Filled Star Filled Star Filled Star Filled Star Star,   relevant course helper instead core feel like understand like score definitely need spend time fully grasp architecture,4,1,268
5895,Filled Star Filled Star Filled Star Filled Star Star,   good introduction Sequence general order fit course feel like build system build fill code,4,1,264
5896,Filled Star Filled Star Filled Star Filled Star Star,   nicely difficult topic head thing keep time difficult figure auto grader complete topic,4,1,265
5897,Filled Star Filled Star Filled Star Filled Star Star,   nice extensive training en somewhat time times difficult code knowledge great lecture material usual,4,1,265
5898,Filled Star Filled Star Filled Star Filled Star Star,   great course need know research background economic finance nice small assignment time series data awesome course,4,1,265
5899,Filled Star Filled Star Filled Star Filled Star Star,   thank course content simply hard time understand attention model explanation course complicate architecture help thank,4,1,261
5900,Filled Star Filled Star Filled Star Filled Star Star,   grader bug correct output bug code incorrect grade firstly criterion pass stiff pass function secondly bug grade function incorrect correct,4,1,258
5901,Filled Star Filled Star Filled Star Filled Star Star,   great job Sequence course feel theory short different cover instead main,4,1,257
5902,Filled Star Filled Star Filled Star Filled Star Star,   previous specialization feel course bit level understanding feel like little awesome,4,1,252
